templatePath,sourceFormat,extractedFrom,locationType,sheetOrPart,address,colorKind,colorRaw,colorName,valueText,labelText,contextText,requirement,suggestedFieldPath,suggestedFieldLabel,dbStatus
dreaMs様/行政書士業務/農地法/農地法3条許可/3条新様式.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:517,font,font:FF0000,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/行政書士業務/農地法/農地法3条許可/3条新様式.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:518,font,font:FF0000,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/行政書士業務/農地法/農地法3条許可/3条新様式.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:519,font,font:FF0000,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/行政書士業務/農地法/農地法3条許可/3条新様式.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:520,font,font:FF0000,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/行政書士業務/農地法/農地法3条許可/3条新様式.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:527,font,font:FF0000,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:52,font,font:3366FF,blue,（空欄）,,総事業費 調達方法,,,,review_required
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:52,font,font:3366FF,blue,（空欄）,,総事業費 調達方法,,,,review_required
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:54,font,font:3366FF,blue,（空欄）,,自己資金,,,,review_required
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:55,font,font:3366FF,blue,（空欄）,,（ ）,,,,review_required
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:55,font,font:3366FF,blue,（空欄）,,（ ）,,,,review_required
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:55,font,font:3366FF,blue,（空欄）,,（ ）,,,,review_required
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:56,font,font:3366FF,blue,（空欄）,,借入金,,,,review_required
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:57,font,font:3366FF,blue,（空欄）,,（ ）,,,,review_required
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:57,font,font:3366FF,blue,（空欄）,,（ ）,,,,review_required
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:57,font,font:3366FF,blue,（空欄）,,（ ）,,,,review_required
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:58,font,font:3366FF,blue,（空欄）,,合計 合計,金額・費用項目,,,review_required
dreaMs様/行政書士業務/農地法/農地法4条許可/4条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:58,font,font:3366FF,blue,（空欄）,,合計 合計,金額・費用項目,,,review_required
dreaMs様/行政書士業務/農地法/農地法5条許可/5条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:130,font,font:FF0000,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/行政書士業務/農地法/農地法5条許可/5条許可申請書.doc,doc,converted_docx,docx_run,word/document.xml,paragraph:131,font,font:FF0000,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,I4,fill,indexed:44,blue,山本真基,調査士名,調査士名 / 山本真基,氏名,agent.name,代理人/行政書士氏名,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,B6,fill,indexed:44,blue,（空欄）,,,,,,review_required
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,I6,fill,indexed:44,blue,なし,源泉所得税 / Y2026-018 / 山本真基,源泉所得税 / Y2026-018 / 山本真基 / なし,金額・費用項目,,,review_required
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,B8,fill,indexed:47,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,D24,fill,indexed:47,red,3,面積測量 / 面積測量 / 測量業務,面積測量 / 面積測量 / 測量業務 / 3,地積・面積,parcel.area,地積,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,D25,fill,indexed:47,red,（空欄）,測量業務 / 3,測量業務 / 3,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,D26,fill,indexed:47,red,（空欄）,測量業務 / 3,測量業務 / 3,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,D27,fill,indexed:47,red,（空欄）,測量業務 / 3,測量業務 / 3,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,K38,font,indexed:10,red,（空欄）,"附属建物1棟増加ごと / IF(E37+E38=0,"""",(E37*F37+E38*F38)*G37/100) / 100 / 面積加減率","附属建物1棟増加ごと / IF(E37+E38=0,"""",(E37*F37+E38*F38)*G37/100) / 100 / 面積加減率",地積・面積,parcel.area,地積,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,K40,font,indexed:10,red,（空欄）,"IF(E39+E40+E41+E42+E43=0,"""",(E39*F39+E40*F40+E41*F41+E42*F42+E43*F43)*G39/100) / 100 / 面積加減率","IF(E39+E40+E41+E42+E43=0,"""",(E39*F39+E40*F40+E41*F41+E42*F42+E43*F43)*G39/100) / 100 / 面積加減率",地積・面積,parcel.area,地積,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,L41,font,indexed:10,red,（空欄）,"IF(E39+E40+E41+E42+E43=0,"""",(E39*F39+E40*F40+E41*F41+E42*F42+E43*F43)*G39/100) / 8～10区画 / 5～7区画 / 4区画まで","IF(E39+E40+E41+E42+E43=0,"""",(E39*F39+E40*F40+E41*F41+E42*F42+E43*F43)*G39/100) / 8～10区画 / 5～7区画 / 4区画まで",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,L42,font,indexed:10,red,（空欄）,"IF(E39+E40+E41+E42+E43=0,"""",(E39*F39+E40*F40+E41*F41+E42*F42+E43*F43)*G39/100) / 8～10区画 / 5～7区画","IF(E39+E40+E41+E42+E43=0,"""",(E39*F39+E40*F40+E41*F41+E42*F42+E43*F43)*G39/100) / 8～10区画 / 5～7区画",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,D46,fill,indexed:47,red,1,調査報告書 / 調査報告書 / 書類作成等 / 加算,調査報告書 / 調査報告書 / 書類作成等 / 加算 / 1,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,D47,fill,indexed:47,red,2,原本の複製 / 原本の複製 / 書類作成等 / 1,原本の複製 / 原本の複製 / 書類作成等 / 1 / 2,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,D48,fill,indexed:47,red,4,工事完了引渡証明 / 工事完了引渡証明 / 書類作成等 / 2,工事完了引渡証明 / 工事完了引渡証明 / 書類作成等 / 2 / 4,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,D49,fill,indexed:47,red,6,申述書 / 申述書 / 書類作成等 / 4,申述書 / 申述書 / 書類作成等 / 4 / 6,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,D50,fill,indexed:47,red,（空欄）,"IF(D50="""","""",VLOOKUP(D50,$K$47:$M$56,2)) / IF(D50="""","""",VLOOKUP(D50,$K$47:$M$56,2)) / 書類作成等 / 6","IF(D50="""","""",VLOOKUP(D50,$K$47:$M$56,2)) / IF(D50="""","""",VLOOKUP(D50,$K$47:$M$56,2)) / 書類作成等 / 6",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,L62,fill,indexed:45,red,登記事項証明書,SUM(H60:H61),SUM(H60:H61) / 登記事項証明書,金額・費用項目,,,review_required
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,M62,fill,indexed:45,red,550,登記事項証明書,登記事項証明書 / 550,金額・費用項目,,,review_required
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,L63,fill,indexed:45,red,登記事項要約書,133870 / 登記事項証明書,133870 / 登記事項証明書 / 登記事項要約書,金額・費用項目,,,review_required
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,M63,fill,indexed:45,red,500,登記事項要約書 / 550,登記事項要約書 / 550 / 500,金額・費用項目,,,review_required
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,L64,fill,indexed:45,red,地図等,0 / 登記事項要約書 / 登記事項証明書,0 / 登記事項要約書 / 登記事項証明書 / 地図等,金額・費用項目,,,review_required
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,M64,fill,indexed:45,red,500,地図等 / 500 / 550,地図等 / 500 / 550 / 500,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,L65,fill,indexed:45,red,ｲﾝﾀｰﾈｯﾄ全部事項,133870 / 地図等 / 登記事項要約書 / 登記事項証明書,133870 / 地図等 / 登記事項要約書 / 登記事項証明書 / ｲﾝﾀｰﾈｯﾄ全部事項,金額・費用項目,,,review_required
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,入力,M65,fill,indexed:45,red,397,ｲﾝﾀｰﾈｯﾄ全部事項 / 500 / 500 / 550,ｲﾝﾀｰﾈｯﾄ全部事項 / 500 / 500 / 550 / 397,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,I2,font,indexed:10,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,I3,font,indexed:10,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,I4,font,indexed:10,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,I5,font,indexed:10,red,（空欄）,,,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J22,font,indexed:10,red,（空欄）,"IF(入力!I23="""","""",入力!I23) / 13700 / 小 計","IF(入力!I23="""","""",入力!I23) / 13700 / 小 計",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J23,font,indexed:10,red,（空欄）,"IF(入力!I24="""","""",入力!I24) / 40000 / 100 / 40000","IF(入力!I24="""","""",入力!I24) / 40000 / 100 / 40000",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J24,font,indexed:10,red,（空欄）,"IF(入力!I25="""","""",入力!I25) / 入力!H25 / IF(入力!E25="""","""",入力!G25) / 入力!F25","IF(入力!I25="""","""",入力!I25) / 入力!H25 / IF(入力!E25="""","""",入力!G25) / 入力!F25",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J25,font,indexed:10,red,（空欄）,"IF(入力!I26="""","""",入力!I26) / 入力!H26 / IF(入力!E26="""","""",入力!G26) / 入力!F26","IF(入力!I26="""","""",入力!I26) / 入力!H26 / IF(入力!E26="""","""",入力!G26) / 入力!F26",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J26,font,indexed:10,red,（空欄）,"IF(入力!I27="""","""",入力!I27) / 入力!H27 / IF(入力!E27="""","""",入力!G27) / 入力!F27","IF(入力!I27="""","""",入力!I27) / 入力!H27 / IF(入力!E27="""","""",入力!G27) / 入力!F27",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J27,font,indexed:10,red,（空欄）,"IF(入力!I28="""","""",入力!I28) / 40000 / 小 計","IF(入力!I28="""","""",入力!I28) / 40000 / 小 計",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J28,font,indexed:10,red,（空欄）,1棟1階 / 30000 / 100 / 25000,1棟1階 / 30000 / 100 / 25000,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J29,font,indexed:10,red,（空欄）,附属建物1棟1階増加ごと / 30000 / 100 / 6000,附属建物1棟1階増加ごと / 30000 / 100 / 6000,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J30,font,indexed:10,red,（空欄）,1階増加ごと / 30000 / 100 / 5000,1階増加ごと / 30000 / 100 / 5000,住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J31,font,indexed:10,red,（空欄）,"1棟1階 / 入力!H32 / IF(入力!E32+入力!E33+入力!E34=0,"""",入力!G32) / 25000","1棟1階 / 入力!H32 / IF(入力!E32+入力!E33+入力!E34=0,"""",入力!G32) / 25000",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J32,font,indexed:10,red,（空欄）,"附属建物1棟1階増加ごと / 入力!H32 / IF(入力!E32+入力!E33+入力!E34=0,"""",入力!G32) / 6000","附属建物1棟1階増加ごと / 入力!H32 / IF(入力!E32+入力!E33+入力!E34=0,"""",入力!G32) / 6000",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J33,font,indexed:10,red,（空欄）,"1階増加ごと / 入力!H32 / IF(入力!E32+入力!E33+入力!E34=0,"""",入力!G32) / 5000","1階増加ごと / 入力!H32 / IF(入力!E32+入力!E33+入力!E34=0,"""",入力!G32) / 5000",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J34,font,indexed:10,red,（空欄）,"1棟 / 入力!H35 / IF(入力!E35+入力!E36=0,"""",入力!G35) / 20000","1棟 / 入力!H35 / IF(入力!E35+入力!E36=0,"""",入力!G35) / 20000",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J35,font,indexed:10,red,（空欄）,"附属建物1棟増加ごと / 入力!H35 / IF(入力!E35+入力!E36=0,"""",入力!G35) / 1000","附属建物1棟増加ごと / 入力!H35 / IF(入力!E35+入力!E36=0,"""",入力!G35) / 1000",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J36,font,indexed:10,red,（空欄）,"1棟 / 入力!H37 / IF(入力!E37+入力!E38=0,"""",入力!G37) / 20000","1棟 / 入力!H37 / IF(入力!E37+入力!E38=0,"""",入力!G37) / 20000",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J37,font,indexed:10,red,（空欄）,"附属建物1棟増加ごと / 入力!H37 / IF(入力!E37+入力!E38=0,"""",入力!G37) / 1000","附属建物1棟増加ごと / 入力!H37 / IF(入力!E37+入力!E38=0,"""",入力!G37) / 1000",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J38,font,indexed:10,red,（空欄）,"IF(入力!I39="""","""",入力!I39) / 入力!H39 / IF(入力!E39+入力!E40+入力!E41+入力!E42+入力!E43=0,"""",入力!G39) / 15000","IF(入力!I39="""","""",入力!I39) / 入力!H39 / IF(入力!E39+入力!E40+入力!E41+入力!E42+入力!E43=0,"""",入力!G39) / 15000",住所,applicant.addressFull,申請者住所,existing
dreaMs様/土地家屋調査士業務/建物登記/Y2026-018浜松市中央区初生町：玉腰裕規、明日野（エスコネクト）.xlsx,xlsx,original,xlsx_cell,見積書,J39,font,indexed:10,red,（空欄）,"IF(入力!I40="""","""",入力!I40) / 入力!H39 / IF(入力!E39+入力!E40+入力!E41+入力!E42+入力!E43=0,"""",入力!G39) / 入力!F40","IF(入力!I40="""","""",入力!I40) / 入力!H39 / IF(入力!E39+入力!E40+入力!E41+入力!E42+入力!E43=0,"""",入力!G39) / 入力!F40",住所,applicant.addressFull,申請者住所,existing
